energy_kev,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
0.5,0.007668715538762412,0.0036317753337678374,0.0004485020344608973,4.217890186369103e-05,1.0753609993754618e-05,6.960709358453873e-06,4.765794942675205e-06
0.51,0.008006970666673715,0.0039052396734538678,0.0004940964202857004,4.635337324857131e-05,1.1621769199372106e-05,7.044865854378968e-06,5.027510757443787e-06
0.55,0.009376700738301349,0.005070577190097495,0.0007348842748978634,7.396733629375617e-05,1.5413732518253926e-05,9.451769439572378e-06,6.284270545841783e-06
0.6,0.01110525541818797,0.006764189796225039,0.00111713424615651,0.00012107671161144112,2.2099266428947385e-05,1.1825574082131862e-05,8.032027164100313e-06
0.65,0.012770993033715563,0.008715311222834182,0.0016444176641681712,0.00019501672173797419,3.1699311864967494e-05,1.4576788210568514e-05,9.892600440083998e-06
0.7,0.014332973837651716,0.010855770418972252,0.0023207577106171746,0.00030033788977771594,4.5672029388241914e-05,1.8285877072508894e-05,1.24394056081778e-05
0.75,0.015766290061559197,0.013198361883268511,0.0031643383887201442,0.0004445792921301678,6.523322050450836e-05,2.3607962659900893e-05,1.4981777580673483e-05
0.8,0.017028058916157936,0.015666197048699412,0.004185722232254721,0.0006468030528378451,9.496445684432641e-05,2.8130596041087143e-05,1.7780783997470296e-05
0.9,0.01902647080219929,0.020826405558288796,0.006809695301776213,0.0012500854387781008,0.00019026479220269344,4.728150264352027e-05,2.450784969331016e-05
1.0,0.02018577647874427,0.025988813817180163,0.010220523751377154,0.0022266103552865913,0.0003728431981223773,7.6637971443827e-05,3.3246554186038e-05
1.1,0.02055439176970877,0.03074751425311008,0.014329844417394707,0.0036703543376269826,0.0006872617712658541,0.0001328699439906933,4.618556483267922e-05
1.2,0.020196126700632193,0.03474201490458463,0.018948794040587823,0.005640085412398271,0.001190833651161191,0.00023136148878422636,6.563310940236045e-05
1.3,0.019273258738489306,0.03764771192877061,0.02364894446992306,0.008095073106144051,0.0019148605939927677,0.00038847636367439486,9.68458982971404e-05
1.4,0.017940051153709446,0.03946324999619401,0.028345898535191694,0.011036396230713721,0.0029523766185021285,0.0006336060368624441,0.00014254566673781722
1.5,0.016332400913040192,0.040210420526919435,0.032656666710669996,0.01437691087813168,0.00431413100520193,0.0010066775159692815,0.00021935980535415234
1.6,0.014628044025889155,0.03994788241084736,0.036427214181975996,0.017958805688512942,0.005994446198422302,0.0015213430184763427,0.0003350210972321244
1.7,0.012877248450551345,0.03883311490863571,0.03948040743488247,0.02171717403979507,0.008029280812611261,0.0022287510538515467,0.0005061566727539851
1.8,0.01117706166570498,0.03700359528473955,0.04173103763844579,0.02543234326261492,0.010400399121176584,0.0031558940774792654,0.0007470777743470713
1.9,0.009608042834822408,0.03469155195442451,0.0430781743861404,0.02887205347362575,0.012969966185678267,0.004291944840211265,0.0010707214341178716
2.0,0.008159596999907268,0.03208221726262324,0.04356655711963921,0.0320363387201157,0.015719831688404094,0.00563955946222518,0.0014919339843264435
2.1,0.00686862594593462,0.02926352602883874,0.04329000020823205,0.03472324565191296,0.018563068862862554,0.0072022950290739855,0.0020304932247659667
2.2,0.005727206461040854,0.02629856046452641,0.04233310516113906,0.03689661837873846,0.021439473757172842,0.00901045105705824,0.002693402615372592
2.3,0.0047645020118404525,0.023467467798281925,0.04078023554204727,0.0384348011858773,0.02409533496870309,0.010911856893018485,0.0034575519486216453
