energy_kev,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
0.51,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
0.55,6.276214984655379e-06,2.4763515561819113e-07,3.7075786161422474e-09,3.707578616142248e-09,1.4865990417003774e-08,1.1172233698368246e-08,3.7210051584241313e-09
0.6,0.0001361915288668872,1.2318684329092511e-05,4.306883147358882e-07,1.7929008603097155e-07,8.62471470236732e-08,8.903070539236011e-08,2.979844957590183e-08
0.65,0.0006543236967182138,0.00010253729182600963,3.931214041113813e-06,7.352522352337566e-07,5.311722493172091e-07,4.5711102306844783e-07,3.085408645867689e-07
0.7,0.0016900243159305973,0.00038357405495971383,2.1622362301945956e-05,2.8696550878884106e-06,1.4038630560040019e-06,1.1396159389615544e-06,7.434205770494133e-07
0.75,0.003490034946603246,0.0010954398902294112,8.511105992794251e-05,7.964895770550331e-06,3.4431310388452485e-06,2.4795173412566623e-06,1.58448565989594e-06
0.8,0.00581263565309644,0.0023767880435496707,0.0002487682941058306,2.3052427730261422e-05,7.060967689156636e-06,4.9079303729542e-06,3.427844859659607e-06
0.9,0.010406217041539888,0.006135558250738303,0.000978363219693592,0.0001024795685756169,1.959873090892905e-05,1.069278604656082e-05,7.425747034551372e-06
1.0,0.014681104594608576,0.011620796889734731,0.002620148051058343,0.00034939955183594664,5.156144236296428e-05,1.9646150002474578e-05,1.3108837408121187e-05
1.1,0.01734896509172241,0.01686528764322264,0.0048064566954776535,0.0007842780402937455,0.00011577430151669954,3.322999392539883e-05,1.9422262234082554e-05
1.2,0.019155993529141276,0.022438568613858324,0.007918403757697642,0.001569569221371099,0.0002460652589914,5.573142594994668e-05,2.6485258155749258e-05
1.3,0.019897496643567887,0.026791256035436185,0.011122018702180662,0.0025497714706608486,0.0004380507435405315,8.931641608118102e-05,3.59308642265091e-05
1.4,0.019977645195244188,0.030808417691235306,0.014850347038317887,0.003935109691516159,0.0007521190395161359,0.0001447728242746138,4.7887947964950214e-05
1.5,0.01951212015965886,0.033964182398139905,0.01874385570071216,0.005643189685384043,0.0012059178472092647,0.00023192569587109635,6.574579491495924e-05
1.6,0.018694336285070463,0.03611371127541669,0.022440230913601793,0.007590247282462997,0.0017888949427345314,0.00035782393902063225,8.975606479733334e-05
1.7,0.017614670258582144,0.03761934176143771,0.026087619128612304,0.009828298590064913,0.002552278017151066,0.0005368353096219996,0.00012611518639833174
1.8,0.016337898555482174,0.038331791799470265,0.029530414656529124,0.01233307339238851,0.003519889609812493,0.0007907032983964724,0.00017572753070653756
1.9,0.015032303705465253,0.03832485200468995,0.032373285470081246,0.014820197985177022,0.004607417325257351,0.0011042891376292524,0.0002430549418118738
2.0,0.01366627986175411,0.03776880675515633,0.03486500581305478,0.01740506443806674,0.005874484376669228,0.0015073992784958995,0.00033564554984926164
2.1,0.01232921309653706,0.036771014974519414,0.03688166576023366,0.02001101767754584,0.007320614722166038,0.00201481363017528,0.0004566134413918815
2.2,0.011028833628064236,0.03536489350558026,0.03842409540721028,0.022575306407611392,0.008926456132247716,0.002605297541449081,0.0006104436562904686
2.3,0.009799173965860181,0.03363434606502933,0.03946466242995762,0.024993678329286846,0.01061024001176743,0.003334736001938887,0.0008040153753340245
2.4,0.008658347079544779,0.03174306298999775,0.03994560420927133,0.027225018074818207,0.012394878277228785,0.004151519791907981,0.0010492853944400083
2.5,0.007586984261521423,0.02967898770520654,0.04003087594122081,0.029209131374357333,0.014233991485759592,0.005064926286737051,0.0013395632380682476
2.6,0.006634459084099183,0.0275203145003551,0.03964667178065686,0.030949161650875145,0.01610713219338777,0.006100394949579813,0.0016786801575300325
2.7,0.005756689119087638,0.02535222919891746,0.038946013312188374,0.032366132243982534,0.017948821299169325,0.007211467338935154,0.0020882858950376946
2.8,0.00498415318801952,0.02317229828576624,0.03785231549094169,0.033494003979743066,0.019738286095317935,0.00842599421893096,0.002541827667755492
2.9,0.004283851557108242,0.02109514385251791,0.03649291999398232,0.0342863764729059,0.02141994857730985,0.00966738979139275,0.0030718970041918813
3.0,0.003674505458998724,0.019075258367084576,0.03492399456106723,0.034752184170699994,0.02299622227149842,0.010950901559705453,0.00362847751870522
