energy_kev,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
0.5,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
0.51,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10
0.55,1.3769686675667763e-05,6.867359822988513e-07,2.4200550832747864e-08,1.2106411037444572e-08,1.8129616556166857e-08,1.210641103744525e-08,6.103205518722287e-09
0.6,0.00025459940572261826,2.1408837118744836e-05,8.17902420163167e-07,2.685820949077699e-07,1.820582896471033e-07,1.0250985383986705e-07,4.8252838850016287e-08
0.65,0.0011124455317163486,0.00015269064539313298,6.117222095727848e-06,1.3665441143512289e-06,7.992551720144465e-07,6.413680887221423e-07,3.391111695766509e-07
0.7,0.0027116370082765464,0.0005185338457995626,2.8331425755620097e-05,3.529488106369244e-06,1.964906908273698e-06,1.4270371764899501e-06,1.162956972718121e-06
0.75,0.005338112830800955,0.001367706828095938,0.00010054129132807555,1.1109049673676229e-05,4.523254643679087e-06,3.3803165048371457e-06,2.393346268534345e-06
0.8,0.008600582361066573,0.0028112494641107312,0.0002724506144976598,2.8008747628922163e-05,9.080139365792369e-06,5.8959741538747865e-06,4.3338394844529005e-06
0.9,0.014917433838009118,0.006817387725258943,0.0009755380565088928,0.00011363437581658337,2.2632940719721077e-05,1.3012810155146188e-05,8.788588247898854e-06
1.0,0.02073257186741631,0.012475004623340766,0.002466616396964788,0.00034533129372417285,5.689710034667977e-05,2.3328520692586508e-05,1.4969487344619614e-05
1.1,0.02442572138542768,0.017774558061964867,0.0043995273189651836,0.0007310470148378517,0.00011708345990180807,3.641270026387006e-05,2.1267943211786268e-05
1.2,0.027019366884267,0.023397793916320502,0.0070907388505935575,0.0014007774743336281,0.00023792736191809716,5.8745313996069747e-05,2.941650882958835e-05
1.3,0.02819636307442621,0.02781780572566121,0.009853412856719482,0.002218769255900968,0.00040576391567049284,9.0309245305073e-05,3.883944146692852e-05
1.4,0.02854086716894761,0.0319189810226741,0.013053686888394317,0.003351708454128496,0.0006674555388438725,0.00014131430663942012,5.105692088960556e-05
1.5,0.028147494426735874,0.0352218270579579,0.016347990694031082,0.00473856206338171,0.0010353297384119054,0.0002188478713738784,6.690555997550252e-05
1.6,0.027220807067703374,0.037579945028900164,0.019535798735013564,0.00627963039177718,0.0014995207779526592,0.00032170590647279395,9.093325681984177e-05
1.7,0.02590172325238877,0.039257085927112946,0.022717178229188905,0.00809692545868394,0.002106324350849384,0.0004673919130784382,0.00012144440551159486
1.8,0.024317184010931372,0.040229068273056987,0.025745412106613498,0.010097108623865245,0.0028549026378565713,0.0006764511844748161,0.00016475607126593405
1.9,0.022607947927806703,0.040510013608426675,0.028295851244643917,0.012081085212803508,0.0036882133765709394,0.0009267477038669453,0.00021901330769892867
2.0,0.020847542010053316,0.04022020882473375,0.030580509758641117,0.014123447425682539,0.0046687877108669675,0.0012378130114793328,0.0002917477130835844
2.1,0.019033288184745423,0.03948038247699165,0.03247703297283412,0.01623938259292365,0.0057837289211457674,0.0016247657586788838,0.0003896609726571493
2.2,0.01726851660332887,0.03829642108434349,0.03398851046476124,0.01830899975553632,0.0069846992152094774,0.0020850796472870773,0.0005120161277841651
2.3,0.015541811151486474,0.03678613506824286,0.03509176947842358,0.020284219821344006,0.008297634128780942,0.0026233592883979666,0.0006621594658880014
2.4,0.013914984366085495,0.035050287833015024,0.03576063315007386,0.022126950393927654,0.00965679231526852,0.003234750537776268,0.00085300240141436
2.5,0.012385317599343726,0.03308403569789024,0.03608704923018456,0.023855709566029927,0.011066438650737956,0.003929893804275242,0.0010683108094279303
2.6,0.010953666739092613,0.031044762423528195,0.036059952495251305,0.02530986343169155,0.012487804564956389,0.004690228825254874,0.0013286157831379959
2.7,0.00965263341986378,0.028922893141524558,0.03566667397493064,0.026594015489693847,0.013912551422796229,0.005518051311667343,0.0016241250337859531
2.8,0.008494575298055562,0.026775619401581758,0.03498257665707705,0.027642595040717716,0.015293803313717222,0.0064015638708445595,0.0019604864367009896
2.9,0.0074180274515170674,0.024624001041696035,0.034035626628455495,0.028437883659082664,0.01665729457725166,0.0073273213588013865,0.002337174838891104
3.0,0.006464274317292,0.022525502433484227,0.03287614912936685,0.02896686145139875,0.017910063732140637,0.00831148364824672,0.002755980910192682
