energy_kev,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
0.5,0.012231072604959462,0.008000439739739202,0.0014422533111011833,0.00016420967922300064,2.796830605148459e-05,1.3421299682857962e-05,9.52282013624503e-06
0.51,0.012493709374997738,0.008309808627016732,0.001534616518118672,0.0001772880448537982,2.8743289237028597e-05,1.4046455071857478e-05,9.759001866280897e-06
0.55,0.013584834258440972,0.009695550890730799,0.0019395536578094854,0.00023775357618062917,3.699668333470782e-05,1.6105398042200182e-05,1.1103604530689898e-05
0.6,0.014817654930132634,0.011532687940629293,0.002539893755616538,0.00033444555987178907,5.078032990365397e-05,2.0026002636553547e-05,1.3123394921719932e-05
0.65,0.015947994837257937,0.013442090550114666,0.003246994096743161,0.0004623600026780306,6.765911530405288e-05,2.352712739258772e-05,1.5068753920194356e-05
0.7,0.0171293516009341,0.015713164334768492,0.004198882351409779,0.0006445086357629304,9.393351082144924e-05,2.938695291697102e-05,1.7663487931794676e-05
0.75,0.018108319506557207,0.017995426102145735,0.005263531083036349,0.000876267845439313,0.00012944499408840403,3.516831754415972e-05,2.0633971158852403e-05
0.8,0.018956447609202013,0.020368049861384147,0.006512306725639984,0.0011822934112164286,0.0001762397771245164,4.3908685729804334e-05,2.3958807083068746e-05
0.9,0.020223549514147142,0.02545833160633334,0.009758318952546413,0.0020816260910320058,0.00033964013552963135,7.228235743821365e-05,3.21274779456801e-05
1.0,0.020712024311730904,0.030203923225987316,0.013712324754573086,0.0034227623530721646,0.000624066830120365,0.0001193810179939886,4.428277778447676e-05
1.1,0.020448632489808945,0.03447218806438333,0.018403687488739474,0.005353934514042163,0.00110529894303677,0.00021218228222220914,6.26044398611747e-05
1.2,0.019570879993341957,0.03770758756890659,0.02336267538569481,0.007871807196657046,0.0018508453730809477,0.00036965512930660913,9.28968960058868e-05
1.3,0.01821367060698221,0.039758265624584024,0.02829744339037742,0.010931556444793327,0.0028967510442039295,0.0006183081303796023,0.00014266260759295267
1.4,0.016572528937937432,0.04066129000387319,0.032903401207124885,0.01442556949425008,0.004300131724481257,0.001000737281015826,0.00022092260681062236
1.5,0.014760320403139394,0.040442345695235526,0.036971169914633596,0.018285151918164745,0.006128099491330988,0.0015662285625547279,0.0003434987518709964
1.6,0.01287287875779958,0.039228055921344256,0.04031145349144818,0.022375536461594667,0.00836790863651008,0.0023468916016054276,0.0005320167894983574
1.7,0.011074993338912858,0.03723479860897164,0.04271258858547479,0.02641093460116444,0.01100755487661447,0.0033859782566198816,0.0008058231760257773
1.8,0.009377723836922518,0.03467002195943398,0.04406397494125545,0.03026374494670959,0.01394597112536849,0.004698687704354826,0.0011993402996006708
1.9,0.00786258681886141,0.03174401948241348,0.04444530365244925,0.03366369846480067,0.017014400992491543,0.0062633989546781845,0.0016909019982749352
2.0,0.006513592379165825,0.028646293335932486,0.04394317037560552,0.03643947258725193,0.020222655247915652,0.00812286266247661,0.002338455395991257
2.1,0.005344705803608449,0.025503910739239754,0.042652370383712626,0.038665563958191235,0.02336514096989905,0.010178269091709286,0.0031505771938774353
2.2,0.004356926564854765,0.022380326150609572,0.040728506057382784,0.04014891083891631,0.026368633743404767,0.012441834059052154,0.004094777149345946
2.3,0.003535234068397916,0.01953316472293438,0.0383183063050115,0.04087691949004621,0.029015138629201614,0.01478021845490371,0.005165092807099286
2.4,0.002851728232522316,0.016855927646283516,0.03560854935255557,0.04093455528124963,0.03130365547764506,0.01714576848019845,0.006386542845887017
2.5,0.002285141916840666,0.014433923660326909,0.0327017046683946,0.040376006453905995,0.033191632592105315,0.019469487672472634,0.0077143313276914925
2.6,0.0018206757296496579,0.012247493853478739,0.029702629651399536,0.03931771312491776,0.03458488004806366,0.0216972657861403,0.009118763650756968
2.7,0.001447643963445123,0.01031971563585311,0.026716947623023075,0.03777251087507068,0.03553134526121524,0.0237733899904818,0.010560385166878284
2.8,0.0011468360004642576,0.008658177485498787,0.023823028332085012,0.035892032253532394,0.035927611380584555,0.025609232756886886,0.012034896453806693
2.9,0.0009070446643447852,0.0072476278277131935,0.021098948645887662,0.03372227043882965,0.035907545632838024,0.027133436643810405,0.013439119397531174
3.0,0.0007189373744949685,0.006003996027253269,0.018537545786451993,0.03139299516171932,0.035425515203667615,0.028359108724305082,0.01479378932960695
3.1,0.0005646504156258692,0.0049619752969265,0.016169406050610534,0.0289405022360751,0.03458361824154944,0.02926416031542754,0.016103035658548828
3.2,0.00044137681148618396,0.004079863316577078,0.01401776236996769,0.026471123490062955,0.03338584945605903,0.02985392984097519,0.017238106619126035
3.3,0.00034749753399491274,0.00334564399921924,0.012064776839177607,0.024043782251231376,0.03193058226241319,0.030087287971345023,0.01824219735122181
3.4,0.00027138265875130874,0.0027388267616969353,0.010365593733309208,0.021680226525704553,0.030283353156375002,0.030005620227785523,0.019050541202833452
3.5,0.00021371596692711117,0.00224321970854938,0.008859974331655205,0.019430159366186257,0.02849025288972764,0.02961475782605477,0.019680703405098206
3.6,0.00016605753888964658,0.0018236042723131177,0.007552145943855346,0.01729947049110145,0.0266221431547564,0.02900784747581044,0.020136783633942154
3.7,0.00013197889957755808,0.0014863577929505702,0.006398375808344783,0.015340670551741417,0.0246850773085609,0.0281204745481185,0.02036541361659392
3.8,0.00010136465074986219,0.0012047772955116629,0.005402435678144099,0.013509155553003837,0.022744203570334326,0.02705442646202305,0.020452929496561453
3.9,8.042899725735185e-05,0.0009700365220448373,0.004539861053288579,0.01187278171474278,0.020795527342633607,0.025868048543998955,0.02035931624198755
4.0,6.265907711207864e-05,0.0007893299977031349,0.003818284160327911,0.010336051541100445,0.018931697944964476,0.024530968733376058,0.020099651563708045
4.1,4.8846403739452345e-05,0.0006366608012673258,0.0031963306432166694,0.0089872851783967,0.017096097278040942,0.023123678466061125,0.0197013773497166
4.2,3.834125847727059e-05,0.0005160302962118387,0.0026723185624673964,0.007795625511175394,0.015396960339841842,0.0216416210716305,0.019163783045607043
4.3,3.0396070411205287e-05,0.0004133680809858441,0.0022242692426088445,0.006717282648189368,0.013805444030807315,0.020157007912189127,0.01851736263962105
4.4,2.3840931083559992e-05,0.0003349516143643856,0.0018474744477686284,0.00579257063560784,0.012300400605527756,0.018652331147458328,0.01778924528537017
4.5,1.851868210852147e-05,0.0002709318900614978,0.0015310982028874753,0.0049506108556625255,0.010959578358765543,0.01716221380025721,0.01696728966544281
4.6,1.5113921888768673e-05,0.00021821339886039497,0.0012771494784650206,0.004241609134561121,0.009670672765695451,0.01573802441789602,0.016097642618527187
4.7,1.1857750945687295e-05,0.0001772551169645786,0.001056133265066743,0.0036257534017521144,0.00850093999128401,0.014356451483838312,0.01521510701470231
4.8,9.114924091994763e-06,0.00014246530402064325,0.0008690493294671176,0.003086769500437676,0.007494958360860347,0.013017499169225136,0.014261306486125919
4.9,7.612687443196772e-06,0.00011422737412899734,0.0007149128963345287,0.002609570354339481,0.00655735394491881,0.011786731515897857,0.01333785796325535
5.0,5.8099205332994455e-06,9.389960324227809e-05,0.0005948319660678506,0.002216687682960928,0.005725506716684699,0.010624736478835679,0.012406995412513607
