background,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
cevns,5.808721666958065,4.912649862251705,2.007017051606173,0.6896876625623918,0.21026064769338682,0.06359653294852485,0.01866982961452024
de,0.19193136458838664,0.21483486871587318,0.15391154773673682,0.11818208129785363,0.08840752593212796,0.07695577386838082,0.03801981685164053
ae,63.558891798707414,1.1349802106912041,6.65575829944929e-11,6.65575829944929e-11,6.65575829944929e-11,6.65575829944929e-11,6.65575829944929e-11
cathode,91.67106627509936,105.36859418148994,49.11768755633463,31.53485916821298,18.267365285032508,14.822500036497651,7.062745513802378
