background,s2_bin_0,s2_bin_1,s2_bin_2,s2_bin_3,s2_bin_4,s2_bin_5,s2_bin_6
cevns,4.028881247774917,4.617346464727577,2.2388519125979673,0.8238065499371423,0.2621937784414712,0.07536125153943551,0.0208047844892576
de,0.04267503048292247,0.04208232172621544,0.02400470464664377,0.01185417513414474,0.010372403242376647,0.006223441945425989,0.0026671894051825667
ae,36.37547421040714,8.083438713423822,4.100666509367233e-11,4.100666509367233e-11,4.100666509367233e-11,4.100666509367233e-11,4.100666509367233e-11
cathode,57.29887790318641,84.22029754401106,55.57447867281984,32.829757378515325,20.5368149673121,12.842743297021359,7.307755459492256
